"CandidateName","Party","ElectionYear","Jurisdiction","Office","District","CampaignStatus","CandidateStatus","CandidateID"
"ROMACK, KATHY","Unaffiliated","1998","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20005000949"
"ROMAN, GILBERT","Non-Partisan","2016","STATEWIDE","COURT OF APPEALS JUDGE","","Inactive","Terminated","20165031499"
"ROMAN, HENRY","Democratic","2014","STATEWIDE","State Board of Ed.","Bd. Ed. District 03","Inactive","Terminated","20145026997"
"ROMANOFF, ANDREW","Democratic","2000","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","2065616985"
"ROMANOFF, ANDREW","Democratic","2004","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","2065616985"
"ROMANOFF, H. ANDREW","Democratic","2006","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","2065616985"
"ROMEO, KAREN","Non-Partisan","2016","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 05","Inactive","Active","20165031421"
"ROMEO, KAREN","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 05","Active","Active","20165031421"
"ROMER, CHRIS","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20065613846"
"ROMER, CHRIS","Democratic","2010","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20065613846"
"ROMER, CHRIS","Non-Partisan","2019","STATEWIDE","COLORADO MOUNTAIN COLLEGE","BOARD OF TRUSTEE","Inactive","Terminated","20195037013"
"ROMER, HANS","Libertarian","2002","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20005001601"
"ROMER, HANS","Libertarian","2012","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20005001601"
"ROMER, HANS","Libertarian","2014","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20145028107"
"ROMER, HANSJORG","Libertarian","2016","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20165030837"
"ROMER, HANSJORG","Libertarian","2018","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20185034299"
"ROMER, HANSJORG","Libertarian","2020","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20165030837"
"ROMER, ROY","Democratic","1994","STATEWIDE","Governor","","Inactive","Terminated","20005000066"
"ROMER, ROY","Democratic","1994","STATEWIDE","Governor","","Inactive","Terminated","20005000081"
"ROMER, ROY","Democratic","1998","STATEWIDE","Governor","","Inactive","Terminated","20005000608"
"ROMER, SCHOETTLER","Democratic","1994","STATEWIDE","Governor","","Inactive","Terminated","20005000089"
"ROMERO, GILBERT","Democratic","1994","STATEWIDE","Colorado House","House District 46","Inactive","Terminated","20005000291"
"ROMERO, GILBERT","Democratic","1998","STATEWIDE","Colorado House","House District 46","Inactive","Terminated","20005000744"
"ROMERO, LEROY","Democratic","1998","STATEWIDE","State Board of Ed.","Bd. Ed. District 01","Inactive","Terminated","20005000352"
"RONEY, DAVID","Republican","1996","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20005000426"
"RONQUILLO, JOHN","Democratic","2020","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20195036989"
"RONQUILLO, JOHN","Democratic","2020","STATEWIDE","Colorado Senate","Senate District 28","Inactive","Terminated","20195036267"
"ROONEY, MICHAEL","Republican","2006","STATEWIDE","Colorado House","House District 28","Inactive","Terminated","20055621160"
"ROREX, DUSTIN","Democratic","2022","STATEWIDE","Governor","","Active","Active","20205039367"
"ROSE, CHRISTOPHER","Democratic","2004","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20045639005"
"ROSE, DAVE","Unaffiliated","1998","STATEWIDE","RTD DIRECTOR","RTD District K","Inactive","Terminated","20005000974"
"ROSE, DAVID","Democratic","2008","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20075607624"
"ROSE, DAVID","Democratic","2010","STATEWIDE","Colorado House","House District 30","Inactive","Terminated","20075607624"
"ROSE, DAVID","Democratic","2012","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20125023270"
"ROSE, DAVID","Democratic","2018","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20125023270"
"ROSE, DAVID","Unaffiliated","2002","STATEWIDE","RTD DIRECTOR","RTD District K","Inactive","Terminated","20005000974"
"ROSE, RAYMOND","Republican","2004","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20065602281"
"ROSE, RAYMOND","Republican","2006","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20065602281"
"ROSE, SONYA","Republican","2016","STATEWIDE","Colorado House","House District 18","Inactive","Terminated","20165031112"
"ROSENBAUM, ELIZABETH","Democratic","2018","STATEWIDE","Colorado House","House District 21","Inactive","Terminated","20175032153"
"ROSENBAUM, LIZ","Democratic","2020","STATEWIDE","Colorado House","House District 21","Inactive","Terminated","20175032153"
"ROSENFELD, ALAN","Democratic","2002","STATEWIDE","Colorado House","House District 11","Inactive","Terminated","20005001396"
"ROSENFELD, ALAN","Democratic","2018","STATEWIDE","Colorado House","House District 12","Inactive","Terminated","20185033758"
"ROSENFELD, JOHN","Republican","2018","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20185035193"
"ROSENTHAL, PAUL","Democratic","2008","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20075617218"
"ROSENTHAL, PAUL","Democratic","2012","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20075617218"
"ROSENTHAL, PAUL","Democratic","2014","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20135025292"
"ROSENTHAL, PAUL","Democratic","2016","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20135025292"
"ROSENTHAL, PAUL","Democratic","2018","STATEWIDE","Colorado House","House District 09","Inactive","Terminated","20135025292"
"ROSENTHAL, PAUL","Non-Partisan","2020","STATEWIDE","RTD DIRECTOR","RTD District E","Inactive","Terminated","20205038307"
"ROSIER, DONALD","Republican","2020","STATEWIDE","Colorado House","House District 25","Inactive","Terminated","20195037777"
"ROSS, DAVID","Republican","2018","STATEWIDE","Colorado House","House District 12","Inactive","Terminated","20185035153"
"ROSS, JAMES","Democratic","2008","STATEWIDE","Colorado House","House District 49","Inactive","Terminated","20085610405"
"ROSS, WILLIAM","Republican","2012","STATEWIDE","Colorado Senate","Senate District 29","Inactive","Terminated","20125024294"
"ROTH, ROBERT","Republican","2020","STATEWIDE","Colorado Senate","Senate District 26","Inactive","Terminated","20205038095"
"ROTHE, BARRETT","Democratic","2018","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20185033494"
"ROTHE, BARRETT","Unaffiliated","2012","STATEWIDE","Colorado Senate","Senate District 14","Inactive","Terminated","20115022885"
"ROTHMIER, ZACHARY","Democratic","2016","STATEWIDE","CU Regent","District 01","Active","Active","20155029733"
"ROTHSCHILD, MAX","Republican","1994","STATEWIDE","Colorado House","House District 20","Inactive","Terminated","20005000227"
"ROUPE, CATHERINE","","2014","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20095610174"
"ROUPE, CATHERINE","Republican","2008","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20095610174"
"ROUPE, CATHERINE","Republican","2010","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20095610174"
"ROUPE, CATHERINE","Republican","2016","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20095610174"
"ROUPE, CATHERINE","Republican","2018","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20095610174"
"ROURKE, MICHAEL","Republican","2016","STATEWIDE","District Attorney","District 19","Inactive","Terminated","20155030043"
"ROURKE, MICHAEL","Republican","2020","STATEWIDE","District Attorney","District 19","Inactive","Terminated","20155030043"
"ROUSE, JAMES","Republican","2002","STATEWIDE","Colorado House","HOUSE DISTRICT 44","Inactive","Terminated","20005001374"
"ROUTHIER, TINA","Democratic","1998","STATEWIDE","Colorado House","House District 20","Inactive","Terminated","20005000899"
"ROWLAND, JANET","Republican","2006","STATEWIDE","Lt. Governor","","Inactive","Terminated","20065644550"
"ROYBAL, PEDRO","Republican","2020","STATEWIDE","Colorado House","House District 28","Inactive","Terminated","20205039247"
"RUBINSTEIN, DANIEL","Republican","2016","STATEWIDE","District Attorney","District 21","Inactive","Terminated","20155029971"
"RUBINSTEIN, DANIEL","Republican","2020","STATEWIDE","District Attorney","District 21","Inactive","Terminated","20155029971"
"RUCHMAN, DAVID","Democratic","2008","STATEWIDE","Colorado House","House District 24","Inactive","Terminated","20075624298"
"RUCHMAN, DAVID","Democratic","2010","STATEWIDE","Colorado Senate","Senate District 20","Inactive","Terminated","20095611705"
"RUCHMAN, DAVID","Non-Partisan","2016","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20005001282"
"RUCHMAN, DAVID","Unaffiliated","2000","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20005001282"
"RUCKEL, CAROL","Non-Partisan","2015","STATEWIDE","AIMS JUNIOR COLLEGE BOARD OF TRUSTEES","DISTRICT A","Inactive","Terminated","20155029794"
"RUCKI, STEVE","Democratic","1994","STATEWIDE","Colorado Senate","Senate District 22","Inactive","Terminated","20005000160"
"RUDDICK, AURORANS","Democratic","1996","STATEWIDE","Colorado Senate","Senate District 29","Inactive","Terminated","20005000167"
"RUGG, PHIL","Republican","2000","STATEWIDE","Colorado House","House District 43","Inactive","Terminated","20005001131"
"RUMINSKI, DAWN","Democratic","2020","STATEWIDE","Colorado House","House District 05","Inactive","Terminated","20195036789"
"RUNDBERG, JIM","Republican","2018","STATEWIDE","Governor","","Inactive","Terminated","20135025392"
"RUNDBERG, JIM","Unaffiliated","2014","STATEWIDE","Governor","","Inactive","Terminated","20135025392"
"RUNDBERG, JIM","Unaffiliated","2022","STATEWIDE","Governor","","Active","Active","20215040003"
"RUPERT, DOROTHY","Democratic","1994","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Inactive","Terminated","20005000211"
"RUPERT, DOROTHY","Democratic","1996","STATEWIDE","Colorado Senate","Senate District 18","Inactive","Terminated","20005000383"
"RUPERT, DOROTHY","Democratic","2000","STATEWIDE","Colorado Senate","Senate District 18","Inactive","Terminated","20005000660"
"RUPERT, DOROTHY","Democratic","2000","STATEWIDE","Colorado Senate","Senate District 18","Inactive","Terminated","20005001023"
"RUSCHA, JOYANN","Non-Partisan","2018","STATEWIDE","RTD DIRECTOR","RTD District B","Inactive","Active","20185035416"
"RUSCHA, JOYANN","Non-Partisan","2022","STATEWIDE","RTD DIRECTOR","RTD District B","Active","Active","20185035416"
"RUSKUSKY, KEVIN","Libertarian","2022","STATEWIDE","Governor","","Active","Active","20225042106"
"RUSSELL, MICKEY","Republican","2012","STATEWIDE","Colorado House","House District 60","Inactive","Terminated","20125023333"
"RUSSELL, RITA","Republican","2014","STATEWIDE","Colorado House","House District 03","Inactive","Terminated","20145027874"
"RUSSELL, TAMARA","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Inactive","Terminated","20145028268"
"RUSSELL, TAMARA","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 01","Inactive","Terminated","20145028268"
"RUSSELL, TOM","Democratic","2008","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20075620594"
"RUSSELL, TONY","Democratic","2018","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20175032179"
"RUTHERFORD, ERIC","Republican","2018","STATEWIDE","Colorado House","House District 33","Inactive","Terminated","20185033782"
"RUTLEDGE, BUNNETT","Unknown","2002","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005001658"
"RUTLEDGE, JERRY","Democratic","2000","STATEWIDE","CU Regent","District 05","Inactive","Terminated","20005000124"
"RUTLEDGE, JERRY","Democratic","2000","STATEWIDE","CU Regent","District 05","Inactive","Terminated","20005001000"
"RUTLEDGE, WALTER JAMES","Libertarian","2018","STATEWIDE","Secretary of State","","Inactive","Active","20185034269"
"RUTLEDGE, WALTER JAMES","Libertarian","2022","STATEWIDE","Secretary of State","","Active","Active","20185034269"
"RUYBALID, FRANK","Democratic","2008","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20085605349"
"RUYBALID, FRANK","Democratic","2012","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20085605349"
"RUYBALID, FRANK","Republican","1996","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20005000555"
"RUYBALID, FRANK","Republican","2000","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20005000792"
"RUYBALID, FRANK","Republican","2004","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20045638157"
"RUYBALID, FRANK","Unknown","2000","STATEWIDE","District Attorney","District 03","Inactive","Terminated","20005001285"
"RYAN, BETTE","Libertarian","2022","STATEWIDE","Colorado Senate","Senate District 20","Active","Active","20225042453"
"RYAN, JILL","Democratic","2018","STATEWIDE","Colorado House","House District 26","Inactive","Terminated","20175032258"
"RYAN, SETH","Republican","2020","STATEWIDE","District Attorney","District 07","Inactive","Terminated","20195036687"
"RYCKMAN, CAMILLE","Democratic","2008","STATEWIDE","Colorado House","House District 22","Inactive","Terminated","20085603901"
"RYDEN, SU","Democratic","2010","STATEWIDE","Colorado House","House District 36","Inactive","Terminated","20095600148"
"RYDEN, SU","Democratic","2012","STATEWIDE","Colorado House","House District 36","Inactive","Terminated","20095600148"
"RYDEN, SU","Democratic","2014","STATEWIDE","Colorado House","House District 36","Inactive","Terminated","20095600148"
"RYDEN, SU","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 29","Inactive","Terminated","20155028816"
"RYDEN, SUSAN","Democratic","2008","STATEWIDE","Colorado House","House District 36","Inactive","Terminated","20095600148"
"SADLER, MATTHEW","Unaffiliated","2016","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20175031969"
"SADLER, MATTHEW","Unaffiliated","2018","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20175031969"
"SAHL, ERIC","Unaffiliated","1998","STATEWIDE","RTD DIRECTOR","RTD District C","Inactive","Terminated","20005000966"
"SAHL, ERIC","Unaffiliated","2002","STATEWIDE","RTD DIRECTOR","RTD District C","Inactive","Terminated","20005001178"
"SAINE, LORI","Republican","2012","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20125023230"
"SAINE, LORI","Republican","2014","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20125023230"
"SAINE, LORI","Republican","2016","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20125023230"
"SAINE, LORI","Republican","2018","STATEWIDE","Colorado House","House District 63","Inactive","Terminated","20125023230"
"SALAS, PETE","Democratic","1998","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20005000710"
"SALAS, PETER","Democratic","1994","STATEWIDE","Colorado House","House District 31","Inactive","Terminated","20005000258"
