"CommitteeName","CommitteeID","CommitteeType","DateRegistered","CommitteeStatus","JurisdictionDesc"
"GRISWOLD LEADERSHIP PAC","20195037887","Political Committee","12/19/2019","Active","STATEWIDE"
"RICKS FOR COLORADO","20195037888","Candidate Committee","12/20/2019","Active","STATEWIDE"
"COMMITTEE TO ELECT JUDY REYHER","20195037890","Candidate Committee","12/20/2019","Terminated","STATEWIDE"
"DELOITTE POLITICAL ACTION COMMITTEE","20195037891","Political Committee","12/27/2019","Terminated","STATEWIDE"
"MATT KARZEN FOR DA","20195037895","Candidate Committee","12/28/2019","Terminated","STATEWIDE"
"FRIENDS OF MISSY","20205037896","Candidate Committee","12/31/2019","Active","STATEWIDE"
"DAN FOR COLORADO HOUSE","20205037899","Candidate Committee","01/02/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT LOGAN TAGGART","20205037905","Candidate Committee","01/03/2020","Terminated","STATEWIDE"
"BRADEN ANGEL FOR DISTRICT ATTORNEY","20205037908","Candidate Committee","01/06/2020","Active","STATEWIDE"
"HOLTORF FOR COLORADO","20205037911","Candidate Committee","01/07/2020","Active","STATEWIDE"
"PAUL FOR RTD","20205037912","Candidate Committee","01/07/2020","Active","STATEWIDE"
"ROURKE FOR DA","20205037913","Candidate Committee","01/07/2020","Terminated","STATEWIDE"
"ROSS KLOPF FOR RTD","20205037918","Candidate Committee","01/11/2020","Terminated","STATEWIDE"
"PARKER FOR HOUSE DISTRICT 47","20205037924","Candidate Committee","01/13/2020","Terminated","STATEWIDE"
"AUSTIN WARD RTD BOARD","20205037933","Candidate Committee","01/14/2020","Terminated","STATEWIDE"
"CITIZENS FOR EXPERIENCE","20205037940","527 Political Organization","01/15/2020","Active","STATEWIDE"
"MURRAY FOR CU REGENT","20205037942","Candidate Committee","01/16/2020","Terminated","STATEWIDE"
"COLORADO FAMILIES FIRST","20205037958","Issue Committee","01/21/2020","Terminated","STATEWIDE"
"KAITLIN TURNER FOR DISTRICT ATTORNEY","20205037960","Candidate Committee","01/21/2020","Active","STATEWIDE"
"HUGHES FOR COLORADO","20205037966","Candidate Committee","01/23/2020","Terminated","STATEWIDE"
"NATHAN FOR COLORADO","20205037967","Candidate Committee","01/24/2020","Terminated","STATEWIDE"
"LEARNING OPPORTUNITIES FOR COLORADO KIDS","20205037973","Issue Committee","01/24/2020","Terminated","STATEWIDE"
"CHRISTIAN CHAMPAGNE FOR DA","20205037974","Candidate Committee","01/27/2020","Terminated","STATEWIDE"
"MCARTHUR FOR COLORADO","20205037983","Candidate Committee","01/28/2020","Terminated","STATEWIDE"
"CHRISTOPHER THOMASON CAMPAIGN","20205037989","Candidate Committee","01/29/2020","Terminated","STATEWIDE"
"FRY FOR GOV","20205037997","Candidate Committee","01/30/2020","Terminated","STATEWIDE"
"GALINA FOR SD 23","20205038019","Candidate Committee","02/04/2020","Terminated","STATEWIDE"
"KERRIE GUTIERREZ HD30","20205038023","Candidate Committee","02/05/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT JONATHAN AMBLER","20205038028","Candidate Committee","02/06/2020","Active","STATEWIDE"
"PARKER FOR COLORADO","20205038033","Candidate Committee","02/07/2020","Terminated","STATEWIDE"
"CITIZENS FOR LUCK","20205038038","Candidate Committee","02/11/2020","Terminated","STATEWIDE"
"MARJORIE FOR RTD","20205038039","Candidate Committee","02/11/2020","Terminated","STATEWIDE"
"CHAMPION4COLORADO","20205038046","Candidate Committee","02/12/2020","Terminated","STATEWIDE"
"SENSIBLE GROWTH","20205038047","Issue Committee","02/11/2020","Terminated","STATEWIDE"
"CONSERVATIVES FOR YES ON NATIONAL POPULAR VOTE","20205038049","Issue Committee","02/12/2020","Terminated","STATEWIDE"
"THE CAMPAIGN COMMITTEE FOR CYNTHIA SARMIENTO","20205038051","Candidate Committee","02/13/2020","Terminated","STATEWIDE"
"WELD COUNTY WYOMING","20205038052","Issue Committee","02/13/2020","Terminated","STATEWIDE"
"MEG FOSSINGER FOR HD 20","20205038057","Candidate Committee","02/14/2020","Active","STATEWIDE"
"COMMITTEE TO ELECT THOM K. LEDOUX DISTRICT ATTORNEY 11TH JUDICIAL DISTRICT","20205038062","Candidate Committee","02/16/2020","Terminated","STATEWIDE"
"MONAHAN FOR COLORADO","20205038063","Candidate Committee","02/17/2020","Terminated","STATEWIDE"
"STEP OUT STAND UP COMMITTEE TO ELECT BRENDA VALDEZ-STOKES","20205038067","Candidate Committee","02/17/2020","Terminated","STATEWIDE"
"KEVIN SIPPLE FOR COLORADO","20205038073","Candidate Committee","02/18/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT CAROLINE CORNELL","20205038074","Candidate Committee","02/18/2020","Terminated","STATEWIDE"
"HOCHHEIMER FOR SENATE","20205038081","Candidate Committee","02/19/2020","Terminated","STATEWIDE"
"COLORADANS FOR RESPONSIBLE REFORM 2020","20205038082","Issue Committee","02/19/2020","Terminated","STATEWIDE"
"FRED FOR COLORADO","20205038092","Candidate Committee","02/22/2020","Terminated","STATEWIDE"
"BOB ROTH FOR COLORADO","20205038094","Candidate Committee","02/24/2020","Terminated","STATEWIDE"
"LOCAL CHOICE COLORADO","20205038097","Issue Committee","02/21/2020","Terminated","STATEWIDE"
"ELIGIBLE ELECTORS SPEAKING TRUTH TO POWER","20205038098","Political Committee","02/20/2020","Active","STATEWIDE"
"LOGAN FOR HOUSE DISTRICT 11","20205038099","Candidate Committee","02/25/2020","Terminated","STATEWIDE"
"LARRY THOMPSON SR FOR HOUSE","20205038101","Candidate Committee","02/25/2020","Terminated","STATEWIDE"
"DLCC COLORADO (DEMOCRATIC LEGISLATIVE CAMPAIGN COMMITTEE COLORADO)","20205038104","Small Donor Committee","02/25/2020","Active","STATEWIDE"
"LYNN FOR SD19","20205038105","Candidate Committee","02/25/2020","Terminated","STATEWIDE"
"AUDREY FOR HD34","20205038110","Candidate Committee","02/25/2020","Terminated","STATEWIDE"
"CONSERVATIVES FOR THE PRESERVATION OF AMERICAN VALUES","20205038118","Independent Expenditure Committee","02/28/2020","Terminated","STATEWIDE"
"J.W. POSTAL FOR COLORADO","20205038123","Candidate Committee","03/01/2020","Terminated","STATEWIDE"
"CAMPAIGN TO ELECT SUSAN CRUTCHFIELD FOR HD20","20205038124","Candidate Committee","03/02/2020","Terminated","STATEWIDE"
"RODRIGUEZ FOR HOUSE DISTRICT 62","20205038126","Candidate Committee","03/02/2020","Terminated","STATEWIDE"
"HANLON FOR COLORADO","20205038130","Candidate Committee","03/03/2020","Terminated","STATEWIDE"
"FAIR TAX COLORADO","20205038132","Issue Committee","03/03/2020","Terminated","STATEWIDE"
"A BRIGHTER, HEALTHIER FUTURE FOR COLORADO'S KIDS","20205038135","Issue Committee","03/04/2020","Terminated","STATEWIDE"
"THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE","20205038136","Political Committee","03/04/2020","Active","STATEWIDE"
"ANDREWS FOR HOUSE DISTRICT 41","20205038138","Candidate Committee","03/04/2020","Terminated","STATEWIDE"
"WAY TO LEAD COLORADO","20205038140","Political Committee","03/04/2020","Active","STATEWIDE"
"EVERETT FOR COLORADO","20205038141","Candidate Committee","03/06/2020","Terminated","STATEWIDE"
"STEPHEN FOSTER FOR RTD DISTRICT D","20205038143","Candidate Committee","03/06/2020","Terminated","STATEWIDE"
"EJ4SD4","20205038149","Candidate Committee","03/06/2020","Terminated","STATEWIDE"
"FRIENDS OF MAYLING","20205038153","Candidate Committee","03/06/2020","Terminated","STATEWIDE"
"VOTE ARN 2020","20205038159","Candidate Committee","03/09/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT STEPHANIE VIGIL","20205038163","Candidate Committee","03/09/2020","Active","STATEWIDE"
"ROBERT DISNEY FOR HD60","20205038167","Candidate Committee","03/09/2020","Terminated","STATEWIDE"
"VOTE STANLEY DA11","20205038171","Candidate Committee","03/10/2020","Terminated","STATEWIDE"
"FIREFIGHTERS FOR ADAMS COUNTY FIRE","20205038174","Small Scale Issue Committee","03/10/2020","Terminated","STATEWIDE"
"GREATER DOUGLAS COUNTY","20205038185","Political Committee","03/07/2020","Active","STATEWIDE"
"ALONZO PAYNE FOR COLORADO","20205038186","Candidate Committee","03/13/2020","Active","STATEWIDE"
"LAUREL FOR HD24","20205038188","Candidate Committee","03/13/2020","Terminated","STATEWIDE"
"CONSERVATIVES VOTE NO ON NATIONAL POPULAR VOTE","20205038194","Issue Committee","03/15/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT DAVID STIVER - SENATE DISTRICT 10","20205038204","Candidate Committee","03/18/2020","Active","STATEWIDE"
"BILL BRINGS ITT, LLC","20205038214","Candidate Committee","03/19/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT GEORGE RAPKO TO COLORADO HOUSE DISTRICT 18","20205038224","Candidate Committee","03/23/2020","Active","STATEWIDE"
"CITIZENS FOR BILL KLOCEK","20205038239","Candidate Committee","03/24/2020","Terminated","STATEWIDE"
"COLORADANS TO PREVENT FARM ANIMAL CRUELTY","20205038241","Issue Committee","03/25/2020","Terminated","STATEWIDE"
"NOCO HBA ISSUES COMMITTEE (HOME BUILDERS ASSOCIATION OF NORTHERN COLORADO)","20205038245","Small Scale Issue Committee","03/26/2020","Active","STATEWIDE"
"JOHN PYNE FOR HD15","20205038266","Candidate Committee","03/27/2020","Terminated","STATEWIDE"
"DOUGLAS COUNTY MUNICIPAL ALLIANCE","20205038276","Political Committee","03/28/2020","Terminated","STATEWIDE"
"MICHAEL SEEBECK 2020","20205038279","Candidate Committee","03/31/2020","Terminated","STATEWIDE"
"CAGIN CAMPAIGN COMMITTEE","20205038280","Candidate Committee","03/31/2020","Terminated","STATEWIDE"
"MILLIMAN FOR COLORADO","20205038334","Candidate Committee","04/03/2020","Active","STATEWIDE"
"ROBERT4HD17","20205038387","Candidate Committee","04/02/2020","Terminated","STATEWIDE"
"TOBACCO-FREE KIDS ACTION FUND","20205038466","Independent Expenditure Committee","04/01/2020","Terminated","STATEWIDE"
"VOTE YES ON BALLOT QUESTION "A" COMMITTEE","20205038480","Small Scale Issue Committee","04/06/2020","Terminated","STATEWIDE"
"DISHELL FOR DISTRICT D","20205038497","Candidate Committee","04/07/2020","Active","STATEWIDE"
"LARRY BRAIG FOR COLORADO","20205038517","Candidate Committee","04/07/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT JOE THOMPSON HD19","20205038529","Candidate Committee","04/08/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT JOHN FOLEY","20205038543","Candidate Committee","04/08/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT KIM MCGAHEY","20205038685","Candidate Committee","04/13/2020","Terminated","STATEWIDE"
"TONY CAPUTO HD 32","20205038690","Candidate Committee","04/13/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT JOHN PICKERILL","20205038768","Candidate Committee","04/14/2020","Terminated","STATEWIDE"
"REORGANIZE THIS HOUSE","20205038815","Issue Committee","04/15/2020","Terminated","STATEWIDE"
"VOTER APPROVAL OF FEES","20205038871","Issue Committee","04/16/2020","Terminated","STATEWIDE"
"ELECT MIKE","20205038878","Candidate Committee","04/17/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT NANCY PALLOZZI FOR STATE BOARD OF EDUCATION","20205038881","Candidate Committee","04/17/2020","Terminated","STATEWIDE"
"MINDY FOR COLORADO","20205038898","Candidate Committee","04/20/2020","Terminated","STATEWIDE"
"FRIENDS OF TAMI FOR RTD","20205038900","Candidate Committee","04/21/2020","Terminated","STATEWIDE"
"MILLENIAL REPUBLICANS OF COLORADO","20205038902","Candidate Committee","04/20/2020","Terminated","STATEWIDE"
"BETTER LEADERS, BETTER COLORADO","20205038933","Independent Expenditure Committee","04/23/2020","Terminated","STATEWIDE"
"COLORADANS FOR CONSTITUTIONAL VALUES","20205038934","Independent Expenditure Committee","04/23/2020","Terminated","STATEWIDE"
"DAVID ELLIOTT FOR HOUSE DISTRICT 31","20205038948","Candidate Committee","04/24/2020","Terminated","STATEWIDE"
"COLORADO FUND FOR FREEDOM","20205038952","Independent Expenditure Committee","04/24/2020","Active","STATEWIDE"
"COMMITTEE TO ELECT TIM NELSON","20205038953","Candidate Committee","04/24/2020","Terminated","STATEWIDE"
"VICTORIA PARTRIDGE HOUSE DISTRIC 2","20205038954","Candidate Committee","04/25/2020","Terminated","STATEWIDE"
"SD18@PEGCAGE.COM","20205038965","Candidate Committee","04/28/2020","Terminated","STATEWIDE"
"ELECT MARTIN MENDEZ SENATE DISTRICT 21","20205038966","Candidate Committee","04/28/2020","Terminated","STATEWIDE"
"HD54 DEMS","20205038981","Candidate Committee","04/29/2020","Terminated","STATEWIDE"
"FRIENDS OF ALEX","20205038982","Candidate Committee","04/30/2020","Terminated","STATEWIDE"
"CHRISTIAN PUBLIC GOVERNANCE","20205038983","527 Political Organization","04/29/2020","Active","STATEWIDE"
"GRANT PRICE FOR HOUSE DISTRICT 4","20205038984","Candidate Committee","04/30/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT MARILYN HARRIS FOR HD59","20205038993","Candidate Committee","05/04/2020","Terminated","STATEWIDE"
"KEN FOR HOUSE DISTRICT 10","20205039013","Candidate Committee","05/05/2020","Terminated","STATEWIDE"
"JUDY AMABILE LEADERSHIP FUND","20205039019","Political Committee","05/06/2020","Active","STATEWIDE"
"ENERGIZE OUR ECONOMY (306 REAL FAIR TAX)","20205039020","Issue Committee","05/07/2020","Active","STATEWIDE"
"CITIZENS FOR INTELLIGENCE DRIVEN PROSECUTION","20205039021","Independent Expenditure Committee","05/07/2020","Terminated","STATEWIDE"
"SCOTT FOR 55","20205039039","Candidate Committee","05/11/2020","Terminated","STATEWIDE"
"KAREN FOR CO LEADERSHIP PAC","20205039056","Political Committee","05/12/2020","Active","STATEWIDE"
"COLORADO SIERRA CLUB - ELECT THE WOLF","20205039064","Issue Committee","05/14/2020","Terminated","STATEWIDE"
"PROTECT COLORADO FARMS","20205039078","Issue Committee","05/15/2020","Terminated","STATEWIDE"
"SIERRA GARCIA HOUSE OF REPRESENTATIVES DISTRICT 55","20205039081","Candidate Committee","05/17/2020","Terminated","STATEWIDE"
"E DEAN ORMISTON STATE HOUSE 64","20205039084","Candidate Committee","05/18/2020","Terminated","STATEWIDE"
"THE DEMOCRACY INITIATIVES COMMITTEE","20205039141","Issue Committee","05/21/2020","Terminated","STATEWIDE"
"APPROVAL VOTING INITIATIVE 104 COMMITTEE","20205039142","Issue Committee","05/21/2020","Terminated","STATEWIDE"
"DEMOCRACY VOUCHERS INITIATIVE 106 COMMITTEE","20205039143","Issue Committee","05/21/2020","Terminated","STATEWIDE"
"DEMOCRACY DAY INITIATIVE 105 COMMITTEE","20205039144","Issue Committee","05/21/2020","Terminated","STATEWIDE"
"TAX CREDITS FOR VOTING INITIATIVE 83 COMMITTEE","20205039145","Issue Committee","05/21/2020","Terminated","STATEWIDE"
"COMMON SENSE","20205039167","Issue Committee","05/27/2020","Terminated","STATEWIDE"
"GUN OWNERS OF AMERICA","20205039187","Independent Expenditure Committee","05/28/2020","Terminated","STATEWIDE"
"MAKE LIBERTY WIN","20205039189","Independent Expenditure Committee","06/01/2020","Terminated","STATEWIDE"
"KEEP PROPERTY TAXES LOW","20205039203","Issue Committee","05/30/2020","Terminated","STATEWIDE"
"MATT MENZA CAMPAIGN COMMITTEE","20205039243","Candidate Committee","06/05/2020","Terminated","STATEWIDE"
"18TH JD FUND","20205039255","Independent Expenditure Committee","06/09/2020","Terminated","STATEWIDE"
"LAURIE CLARK CAMPAIGN FOR GOVERNOR","20205039256","Candidate Committee","06/09/2020","Active","STATEWIDE"
"SYDNNIA WULFF FOR COLORADO EDUCATION","20205039257","Candidate Committee","06/09/2020","Terminated","STATEWIDE"
"AMERICAN DREAM ALLIANCE","20205039259","Independent Expenditure Committee","06/05/2020","Active","STATEWIDE"
"SAVE THE LAKE","20205039262","Small Scale Issue Committee","06/11/2020","Active","STATEWIDE"
"AMERICAN ENERGY ACTION COLORADO","20205039263","Independent Expenditure Committee","06/05/2020","Active","STATEWIDE"
"PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE","20205039265","Independent Expenditure Committee","06/12/2020","Active","STATEWIDE"
"RECALL POLIS 2020","20205039266","Issue Committee","06/10/2020","Terminated","STATEWIDE"
"COMMITTEE TO ELECT PETE ROYBAL","20205039267","Candidate Committee","06/15/2020","Terminated","STATEWIDE"
"SCIENCE NOT POLITICS","20205039268","Issue Committee","06/12/2020","Terminated","STATEWIDE"
"SWEEP BLUE","20205039269","Political Committee","06/15/2020","Active","STATEWIDE"
"DICK R MURPHY FOR CU REGENT CD2","20205039271","Candidate Committee","06/16/2020","Terminated","STATEWIDE"
"CFV VICTORY FUND","20205039279","Independent Expenditure Committee","06/18/2020","Active","STATEWIDE"
"SAFE AND HEALTHY COLORADO","20205039280","Issue Committee","06/17/2020","Active","STATEWIDE"
"COMMITTEE TO ELECT ELECTRA JOHNSON","20205039281","Candidate Committee","06/19/2020","Terminated","STATEWIDE"
"PROTECT OUR HOMES COLORADO","20205039284","Small Scale Issue Committee","06/23/2020","Active","STATEWIDE"
"ROCKY MOUNTAIN MECHANICAL CONTRACTORS ASSOCIATION PAC","20205039287","Political Committee","06/24/2020","Active","STATEWIDE"
"ALLIANCE FOR LIFE","20205039289","Issue Committee","06/26/2020","Terminated","STATEWIDE"
"FAMILIES FIRST LEADERSHIP PAC","20205039291","Political Committee","06/26/2020","Terminated","STATEWIDE"
"COLORADO HEALTH CHOICE ALLIANCE POLITICAL COMMITTEE","20205039292","Political Committee","06/28/2020","Terminated","STATEWIDE"
"WE WIN LEADERSHIP PAC","20205039293","Political Committee","06/30/2020","Active","STATEWIDE"
"NO ON PROP 118: HIGHER TAXES, MORE BUREAUCRACY, A LAVISH, NEW PROGRAM DESTINED FOR BANKRUPTCY","20205039295","Issue Committee","07/02/2020","Terminated","STATEWIDE"
"SUNRISE SMALL DONOR COMMITTEE A/K/A SUNRISE SDC","20205039301","Small Donor Committee","07/06/2020","Active","STATEWIDE"
"COALITION TO HELP MOMS AND SAVE BABIES","20205039305","Issue Committee","07/09/2020","Terminated","STATEWIDE"
"ENERGY WORKERS OF COLORADO SDC","20205039309","Small Donor Committee","07/09/2020","Active","STATEWIDE"
"PETE LEE LEADERSHIP FUND","20205039310","Political Committee","07/10/2020","Active","STATEWIDE"
"AMERICANS FOR PROSPERITY COLORADO ISSUE COMMITTEE","20205039319","Issue Committee","07/14/2020","Terminated","STATEWIDE"
"KARL HANLON STATE PAC","20205039334","Political Committee","07/20/2020","Active","STATEWIDE"
"FRIENDS OF CU ATHLETICS","20205039335","Independent Expenditure Committee","07/20/2020","Active","STATEWIDE"
"COMMITTEE TO ELECT DEAN TITTERINGTON","20205039336","Candidate Committee","07/20/2020","Terminated","STATEWIDE"
"CANNPAC","20205039342","Political Committee","07/21/2020","Active","STATEWIDE"
"JOANN GINAL FOR COLORADO LEADERSHIP PAC","20205039343","Political Committee","07/21/2020","Active","STATEWIDE"
"YES ON AMENDMENT B","20205039346","Issue Committee","07/23/2020","Terminated","STATEWIDE"
"REPUBLICANS AGAINST RACISM EVERYWHERE","20205039347","527 Political Organization","07/21/2020","Terminated","STATEWIDE"
"AMERICANS FOR PROSPERITY ACTION","20205039350","Independent Expenditure Committee","07/24/2020","Terminated","STATEWIDE"
"AMERICAN KENNEL CLUB POLITICAL ACTION COMMITTEE (AKC PAC)","20205039351","Political Committee","07/23/2020","Terminated","STATEWIDE"
"IMAN FOR COLORADO LEADERSHIP FUND","20205039357","Political Committee","07/28/2020","Active","STATEWIDE"
